csmf_accuracy,cod_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7066666666666668,0.2875,1753478065,,False,1,3b07dcb9,2025-07-25_17-14-25,0.15230488777160645,0.15230488777160645,46619,wse-dsai-ggp67pg757.win.ad.jhu.edu,127.0.0.1,0.15230488777160645,1
