csmf_accuracy,cod_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.8428571428571429,0.7200000000000001,1753478015,,False,1,255b50f7,2025-07-25_17-13-35,0.1401228904724121,0.1401228904724121,46234,wse-dsai-ggp67pg757.win.ad.jhu.edu,127.0.0.1,0.1401228904724121,1
