csmf_accuracy,cod_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.76,0.3625,1753478064,,False,1,01a4b92a,2025-07-25_17-14-24,0.571599006652832,0.571599006652832,46607,wse-dsai-ggp67pg757.win.ad.jhu.edu,127.0.0.1,0.571599006652832,1
