model,in_domain_csmf,out_domain_csmf,overfitting_score,performance_gap
insilico,0.8065456120193547,0.3720856577333594,0.5386675568145917,53.86675568145917
xgboost,0.8540162794898588,0.29074763265939735,0.6595525874131187,65.95525874131187
