Strategy,In-Domain CSMF,Out-Domain CSMF,In-Domain COD,Out-Domain COD,Tuning Time (s),Total Time (s),CSMF Gap (%)
In-Domain Optimization,0.8437685608477831,0.23873043033175115,0.4918857958263103,0.11597863127185186,359.83839202523234,364.5716852366924,71.70664547018855
