csmf_accuracy,cod_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7333333333333334,0.3625,1753478061,,False,1,483cfbfb,2025-07-25_17-14-21,0.1424999237060547,0.1424999237060547,46595,wse-dsai-ggp67pg757.win.ad.jhu.edu,127.0.0.1,0.1424999237060547,1
