csmf_accuracy,cod_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7029239766081872,0.3,1753478043,,False,1,c8f9ef0f,2025-07-25_17-14-03,0.3474907875061035,0.3474907875061035,46467,wse-dsai-ggp67pg757.win.ad.jhu.edu,127.0.0.1,0.3474907875061035,1
