csmf_accuracy,cod_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.8630136986301368,0.3175,1753478989,,False,1,3a1706d4,2025-07-25_17-29-49,0.22315025329589844,0.22315025329589844,52467,wse-dsai-ggp67pg757.win.ad.jhu.edu,127.0.0.1,0.22315025329589844,1
