experiment_id,experiment_type,train_site,test_site,csmf_accuracy,cod_accuracy,csmf_accuracy_ci,cod_accuracy_ci,n_train,n_test,execution_time_seconds,tuning_time_seconds,training_time_seconds,inference_time_seconds,worker_id,retry_count,error,additional_metrics,model,training_fraction,csmf_accuracy_ci_lower,csmf_accuracy_ci_upper,cod_accuracy_ci_lower,cod_accuracy_ci_upper
ensemble_soft_performance_size5_xgb_rf_ins_cnb_lr_out_domain_Mexico_UP_size0.7,out_domain,Mexico,UP,0.5053380782918149,0.24199288256227758,"[0.4425266903914591, 0.5322064056939502]","[0.19893238434163704, 0.28603202846975084]",1222,281,438.9150950908661,,313.71134877204895,125.16360712051392,3addc3f1f9330268a75a0a5cbd1ad4a7b009dbd2cd338674e4217d4c,0,,,ensemble,1.0,0.4425266903914591,0.5322064056939502,0.19893238434163704,0.28603202846975084
ensemble_soft_performance_size5_xgb_rf_ins_cnb_lr_out_domain_UP_AP_size0.7,out_domain,UP,AP,0.7263513513513513,0.3838383838383838,"[0.6596167189917191, 0.7494087837837837]","[0.3314814814814815, 0.44814814814814813]",1124,297,398.05178713798523,,262.7604570388794,135.16992902755737,fbf2c47537e35414ab9e42e3a47c0297d15bc63ef168b87d7f3f009e,0,,,ensemble,1.0,0.6596167189917191,0.7494087837837837,0.3314814814814815,0.44814814814814813
ensemble_soft_performance_size5_xgb_rf_ins_cnb_lr_out_domain_UP_Mexico_size0.7,out_domain,UP,Mexico,0.4934640522875816,0.20915032679738563,"[0.4375816993464052, 0.5312741873065017]","[0.18120915032679738, 0.24607843137254898]",1124,306,414.3956859111786,,276.75013303756714,137.5165238380432,55e74d03b01ccb2441368798803c1de2caa8b22d7209910bf29485ad,0,,,ensemble,1.0,0.4375816993464052,0.5312741873065017,0.18120915032679738,0.24607843137254898
ensemble_soft_performance_size5_xgb_rf_cnb_lr_ins_in_domain_UP_UP_size0.7,in_domain,UP,UP,0.85,0.498220640569395,"[0.7873214285714285, 0.8555357142857144]","[0.4322064056939502, 0.5480427046263345]",1124,281,395.64001202583313,,268.16700410842896,127.46155714988708,0f366e1fa2b34c4b0847b41f024133a8be32e9983633a7df36093d50,0,,,ensemble,1.0,0.7873214285714285,0.8555357142857144,0.4322064056939502,0.5480427046263345
ensemble_soft_performance_size5_xgb_cnb_ins_rf_lr_in_domain_UP_UP_size0.7,in_domain,UP,UP,0.85,0.498220640569395,"[0.7873214285714285, 0.8555357142857144]","[0.4322064056939502, 0.5480427046263345]",1124,281,367.21028685569763,,251.23759412765503,115.89066195487976,323e65a01e34e904be909c3217dbca6b4050b2cfbbb2c8a3b30c2814,0,,,ensemble,1.0,0.7873214285714285,0.8555357142857144,0.4322064056939502,0.5480427046263345
ensemble_soft_performance_size5_xgb_rf_cnb_lr_ins_out_domain_UP_AP_size0.7,out_domain,UP,AP,0.7263513513513513,0.3838383838383838,"[0.6596167189917191, 0.7494087837837837]","[0.3314814814814815, 0.44814814814814813]",1124,297,382.24152398109436,,257.0654468536377,125.16941690444946,76aa1b134219d6d9be818e1bfdd6fa25bdfde6344335dae0d45b7ac7,0,,,ensemble,1.0,0.6596167189917191,0.7494087837837837,0.3314814814814815,0.44814814814814813
ensemble_soft_performance_size5_xgb_rf_cnb_lr_ins_out_domain_UP_Mexico_size0.7,out_domain,UP,Mexico,0.4934640522875816,0.20915032679738563,"[0.4375816993464052, 0.5312741873065017]","[0.18120915032679738, 0.24607843137254898]",1124,306,393.62438225746155,,263.239449262619,130.3654179573059,83ebb6500a40686bae94ef122fce447ac220e1e75e7093c1f1307f40,0,,,ensemble,1.0,0.4375816993464052,0.5312741873065017,0.18120915032679738,0.24607843137254898
ensemble_soft_performance_size5_xgb_rf_cnb_lr_ins_out_domain_Mexico_UP_size0.7,out_domain,Mexico,UP,0.5053380782918149,0.24199288256227758,"[0.4425266903914591, 0.5322064056939502]","[0.19893238434163704, 0.28603202846975084]",1222,281,413.48779582977295,,294.24393701553345,119.15665793418884,c058720880e7d583fe40c5d5d7e0975849c477d42f53df9cddd65472,0,,,ensemble,1.0,0.4425266903914591,0.5322064056939502,0.19893238434163704,0.28603202846975084
ensemble_soft_performance_size5_xgb_rf_cnb_lr_ins_in_domain_Mexico_Mexico_size0.7,in_domain,Mexico,Mexico,0.8098360655737704,0.3954248366013072,"[0.7450717882781528, 0.8113508341933264]","[0.3324346405228758, 0.442156862745098]",1222,306,435.9246759414673,,299.9136571884155,135.42220377922058,66e685755865b186e5f833cb77c210e007aa494c11c77e1b79401b32,0,,,ensemble,1.0,0.7450717882781528,0.8113508341933264,0.3324346405228758,0.442156862745098
ensemble_soft_performance_size5_xgb_rf_cnb_lr_ins_out_domain_Mexico_AP_size0.7,out_domain,Mexico,AP,0.49158249158249157,0.25925925925925924,"[0.4140572390572392, 0.5255892255892255]","[0.2218855218855219, 0.29385521885521887]",1222,297,422.9920687675476,,295.42552876472473,127.55968832969666,d5336dbd391a6b4d1ed056e620b19c67b69b70f6a421998750dcb343,0,,,ensemble,1.0,0.4140572390572392,0.5255892255892255,0.2218855218855219,0.29385521885521887
ensemble_soft_performance_size5_xgb_rf_cnb_lr_ins_out_domain_AP_Mexico_size0.7,out_domain,AP,Mexico,0.6470588235294118,0.24509803921568626,"[0.575735294117647, 0.6776960784313726]","[0.19281045751633988, 0.28137254901960784]",1186,306,421.6690001487732,,281.12455201148987,140.43940591812134,762dbff61b4addb00572b46c68efb51e1269786b4c7af2e5d27991ab,0,,,ensemble,1.0,0.575735294117647,0.6776960784313726,0.19281045751633988,0.28137254901960784
ensemble_soft_performance_size5_xgb_rf_cnb_lr_ins_in_domain_AP_AP_size0.7,in_domain,AP,AP,0.8074324324324325,0.4377104377104377,"[0.7371297433797435, 0.8106896669396669]","[0.39057239057239057, 0.4833333333333333]",1186,297,433.4187059402466,,300.24942111968994,133.0211398601532,aae5a655f434440afcdf890bf55663c26616412301e7e426fa4c8c96,0,,,ensemble,1.0,0.7371297433797435,0.8106896669396669,0.39057239057239057,0.4833333333333333
ensemble_soft_performance_size5_xgb_rf_cnb_lr_ins_out_domain_AP_UP_size0.7,out_domain,AP,UP,0.7153024911032029,0.35587188612099646,"[0.6198398576512456, 0.7376334519572953]","[0.2918149466192171, 0.40604982206405693]",1186,281,423.095929145813,,306.3019678592682,116.78665089607239,6eb17cd0fd76b8a44bdce33cb78cfeb395ea3cd9afb5fe9157243f2a,0,,,ensemble,1.0,0.6198398576512456,0.7376334519572953,0.2918149466192171,0.40604982206405693
ensemble_soft_performance_size5_xgb_cnb_ins_rf_lr_in_domain_Mexico_Mexico_size0.7,in_domain,Mexico,Mexico,0.8098360655737704,0.3954248366013072,"[0.7450717882781528, 0.8113508341933264]","[0.3324346405228758, 0.442156862745098]",1222,306,412.7468478679657,,296.74003505706787,115.88312578201294,32b7848ae16d54c374005792eea3cb40fc704701b8b086352f1ca6a8,0,,,ensemble,1.0,0.7450717882781528,0.8113508341933264,0.3324346405228758,0.442156862745098
ensemble_soft_performance_size5_xgb_cnb_ins_rf_lr_in_domain_AP_AP_size0.7,in_domain,AP,AP,0.8074324324324325,0.4377104377104377,"[0.7371297433797435, 0.8106896669396669]","[0.39057239057239057, 0.4833333333333333]",1186,297,411.2908139228821,,293.6908531188965,117.58287596702576,baea9e64ded48ab102b01add0d114ffcd86a1174792626cf002830a0,0,,,ensemble,1.0,0.7371297433797435,0.8106896669396669,0.39057239057239057,0.4833333333333333
ensemble_soft_performance_size5_xgb_cnb_ins_rf_lr_out_domain_Mexico_AP_size0.7,out_domain,Mexico,AP,0.49158249158249157,0.25925925925925924,"[0.4140572390572392, 0.5255892255892255]","[0.2218855218855219, 0.29385521885521887]",1222,297,409.7882158756256,,304.63917803764343,105.14286708831787,6659385c99a15e5c30f96bf6851583f3d6ce6c528ee246eb13676dce,0,,,ensemble,1.0,0.4140572390572392,0.5255892255892255,0.2218855218855219,0.29385521885521887
ensemble_soft_performance_size5_xgb_cnb_ins_rf_lr_out_domain_Mexico_UP_size0.7,out_domain,Mexico,UP,0.5053380782918149,0.24199288256227758,"[0.4425266903914591, 0.5322064056939502]","[0.19893238434163704, 0.28603202846975084]",1222,281,408.54200983047485,,304.98584818840027,103.54859185218811,3addc3f1f9330268a75a0a5cbd1ad4a7b009dbd2cd338674e4217d4c,0,,,ensemble,1.0,0.4425266903914591,0.5322064056939502,0.19893238434163704,0.28603202846975084
ensemble_soft_performance_size5_xgb_cnb_ins_rf_lr_out_domain_UP_AP_size0.7,out_domain,UP,AP,0.7263513513513513,0.3838383838383838,"[0.6596167189917191, 0.7494087837837837]","[0.3314814814814815, 0.44814814814814813]",1124,297,170.5800530910492,,123.60692310333252,46.9475371837616,323e65a01e34e904be909c3217dbca6b4050b2cfbbb2c8a3b30c2814,0,,,ensemble,1.0,0.6596167189917191,0.7494087837837837,0.3314814814814815,0.44814814814814813
ensemble_soft_performance_size5_xgb_cnb_ins_rf_lr_out_domain_UP_Mexico_size0.7,out_domain,UP,Mexico,0.4934640522875816,0.20915032679738563,"[0.4375816993464052, 0.5312741873065017]","[0.18120915032679738, 0.24607843137254898]",1124,306,176.39749097824097,,125.11783409118652,51.06381273269653,0f366e1fa2b34c4b0847b41f024133a8be32e9983633a7df36093d50,0,,,ensemble,1.0,0.4375816993464052,0.5312741873065017,0.18120915032679738,0.24607843137254898
ensemble_soft_performance_size5_xgb_cnb_ins_rf_lr_out_domain_AP_Mexico_size0.7,out_domain,AP,Mexico,0.6470588235294118,0.24509803921568626,"[0.575735294117647, 0.6776960784313726]","[0.19281045751633988, 0.28137254901960784]",1186,306,199.8430540561676,,146.87964487075806,52.83612322807312,fbf2c47537e35414ab9e42e3a47c0297d15bc63ef168b87d7f3f009e,0,,,ensemble,1.0,0.575735294117647,0.6776960784313726,0.19281045751633988,0.28137254901960784
ensemble_soft_performance_size5_xgb_cnb_ins_rf_lr_out_domain_AP_UP_size0.7,out_domain,AP,UP,0.7153024911032029,0.35587188612099646,"[0.6198398576512456, 0.7376334519572953]","[0.2918149466192171, 0.40604982206405693]",1186,281,201.32368731498718,,153.01784229278564,47.815478801727295,55e74d03b01ccb2441368798803c1de2caa8b22d7209910bf29485ad,0,,,ensemble,1.0,0.6198398576512456,0.7376334519572953,0.2918149466192171,0.40604982206405693
