experiment_id,experiment_type,train_site,test_site,random_seed,csmf_accuracy,cod_accuracy,n_train,n_test,execution_time_seconds,tuning_time_seconds,training_time_seconds,inference_time_seconds,worker_id,retry_count,error,additional_metrics,model,training_fraction,csmf_accuracy_ci_lower,csmf_accuracy_ci_upper,cod_accuracy_ci_lower,cod_accuracy_ci_upper
logistic_regression_in_domain_Pemba_Pemba_seed3,in_domain,Pemba,Pemba,3,0.8431372549019608,0.6666666666666666,237,60,0.1186368465423584,,0.03883194923400879,0.004137992858886719,32de65e10d34b0b4b4193d9aca2b017aec1ca46e14e2c3008821efe7,0,,,logistic_regression,1.0,,,,
categorical_nb_in_domain_Pemba_Pemba_seed3,in_domain,Pemba,Pemba,3,0.5294117647058822,0.5166666666666667,237,60,0.05653882026672363,,0.014414072036743164,0.008706092834472656,32de65e10d34b0b4b4193d9aca2b017aec1ca46e14e2c3008821efe7,0,,,categorical_nb,1.0,,,,
xgboost_in_domain_UP_UP_seed3,in_domain,UP,UP,3,0.9488188976377953,0.6583629893238434,1124,281,0.18191790580749512,,0.15278077125549316,0.011609077453613281,32de65e10d34b0b4b4193d9aca2b017aec1ca46e14e2c3008821efe7,0,,,xgboost,1.0,,,,
random_forest_in_domain_UP_UP_seed3,in_domain,UP,UP,3,0.9409448818897638,0.6690391459074733,1124,281,0.3441638946533203,,0.1739189624786377,0.062367916107177734,32de65e10d34b0b4b4193d9aca2b017aec1ca46e14e2c3008821efe7,0,,,random_forest,1.0,,,,
insilico_in_domain_Pemba_Pemba_seed2,in_domain,Pemba,Pemba,2,0.8823529411764706,0.8,237,60,20.484965801239014,,0.0014469623565673828,19.686625957489014,51f34d22ea39139f6fb3b226941a695bb3fe8e10097155c698b95337,0,,,insilico,1.0,,,,
logistic_regression_in_domain_UP_UP_seed3,in_domain,UP,UP,3,0.9251968503937008,0.6654804270462633,1124,281,0.2202320098876953,,0.2075819969177246,0.0061681270599365234,51f34d22ea39139f6fb3b226941a695bb3fe8e10097155c698b95337,0,,,logistic_regression,1.0,,,,
categorical_nb_in_domain_UP_UP_seed3,in_domain,UP,UP,3,0.8779527559055118,0.6156583629893239,1124,281,0.2054891586303711,,0.04396390914916992,0.022179126739501953,51f34d22ea39139f6fb3b226941a695bb3fe8e10097155c698b95337,0,,,categorical_nb,1.0,,,,
xgboost_in_domain_AP_AP_seed4,in_domain,AP,AP,4,0.9823321554770318,0.7104377104377104,1186,297,0.235029935836792,,0.16413092613220215,0.011336088180541992,51f34d22ea39139f6fb3b226941a695bb3fe8e10097155c698b95337,0,,,xgboost,1.0,,,,
random_forest_in_domain_AP_AP_seed4,in_domain,AP,AP,4,0.9646643109540636,0.6565656565656566,1186,297,0.32275390625,,0.18675899505615234,0.057884931564331055,51f34d22ea39139f6fb3b226941a695bb3fe8e10097155c698b95337,0,,,random_forest,1.0,,,,
insilico_in_domain_Pemba_Pemba_seed3,in_domain,Pemba,Pemba,3,0.8627450980392157,0.7,237,60,19.59705901145935,,0.0014469623565673828,19.048521041870117,e23587d268c536c4cad05f3eb0bfea215dae36d8ca1e3a5829677544,0,,,insilico,1.0,,,,
logistic_regression_in_domain_AP_AP_seed4,in_domain,AP,AP,4,0.7561837455830389,0.5723905723905723,1186,297,0.304502010345459,,0.22034621238708496,0.0063288211822509766,e23587d268c536c4cad05f3eb0bfea215dae36d8ca1e3a5829677544,0,,,logistic_regression,1.0,,,,
categorical_nb_in_domain_AP_AP_seed4,in_domain,AP,AP,4,0.7067137809187279,0.5084175084175084,1186,297,0.07201790809631348,,0.04595303535461426,0.022633075714111328,e23587d268c536c4cad05f3eb0bfea215dae36d8ca1e3a5829677544,0,,,categorical_nb,1.0,,,,
xgboost_in_domain_Bohol_Bohol_seed4,in_domain,Bohol,Bohol,4,0.9670781893004116,0.6135458167330677,1001,251,0.3271300792694092,,0.14831995964050293,0.010318279266357422,e23587d268c536c4cad05f3eb0bfea215dae36d8ca1e3a5829677544,0,,,xgboost,1.0,,,,
