csmf_accuracy,cod_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.8629792429792428,0.34400000000000003,1753478958,,False,1,a04fb35c,2025-07-25_17-29-18,0.5308020114898682,0.5308020114898682,52256,wse-dsai-ggp67pg757.win.ad.jhu.edu,127.0.0.1,0.5308020114898682,1
