experiment_id,experiment_type,train_site,test_site,csmf_accuracy,cod_accuracy,csmf_accuracy_ci,cod_accuracy_ci,n_train,n_test,execution_time_seconds,tuning_time_seconds,training_time_seconds,inference_time_seconds,worker_id,retry_count,error,model,training_fraction,csmf_accuracy_ci_lower,csmf_accuracy_ci_upper,cod_accuracy_ci_lower,cod_accuracy_ci_upper
insilico_out_domain_Dar_Mexico_size1.0,out_domain,Dar,Mexico,0.4607843137254901,0.1503267973856209,"[0.3739379084967321, 0.5032679738562091]","[0.11593137254901961, 0.18145424836601304]",1293,306,118.24531507492065,,0.003574848175048828,117.82899403572083,a02cf94f9e539cb61166142a1da518ce6de81cdf1b49d70e2f70eb50,0,,insilico,1.0,0.3739379084967321,0.5032679738562091,0.11593137254901961,0.18145424836601304
insilico_out_domain_Bohol_Dar_size1.0,out_domain,Bohol,Dar,0.5572755417956656,0.20987654320987653,"[0.4827932098765433, 0.5735411172266177]","[0.1728395061728395, 0.24853395061728392]",1001,324,123.23601412773132,,0.002805948257446289,122.91234111785889,c89714e585fb1ddd1292d9fb912328dcea8c8797a52ba6a1efb54626,0,,insilico,1.0,0.4827932098765433,0.5735411172266177,0.1728395061728395,0.24853395061728392
categorical_nb_out_domain_Bohol_Pemba_size1.0,out_domain,Bohol,Pemba,0.08333333333333337,0.06666666666666667,"[0.016666666666666607, 0.15083333333333296]","[0.016666666666666666, 0.14208333333333317]",1001,60,1718.4913122653961,1717.9444851875305,0.05858421325683594,0.06322193145751953,09ddf26c116cb75c46dd739513a7eb3825ce9a01df2b04d813a4168c,0,,categorical_nb,1.0,0.016666666666666607,0.15083333333333296,0.016666666666666666,0.14208333333333317
logistic_regression_out_domain_Bohol_UP_size1.0,out_domain,Bohol,UP,0.29181494661921714,0.09608540925266904,"[0.23300711743772234, 0.3399466192170818]","[0.07286476868327403, 0.12304270462633443]",1001,281,3364.1578891277313,3332.0885379314423,31.545575857162476,0.0707089900970459,3172ded343093550122365b50b79901e9e03a5711e867ca37d5830bb,0,,logistic_regression,1.0,0.23300711743772234,0.3399466192170818,0.07286476868327403,0.12304270462633443
random_forest_out_domain_Dar_AP_size1.0,out_domain,Dar,AP,0.0942760942760944,0.030303030303030304,"[0.062312881062881055, 0.13324915824915817]","[0.011700336700336707, 0.05227272727272724]",1293,297,3418.992861032486,3418.0058290958405,0.24088668823242188,0.15732502937316895,b72e707f1f4034a6ebe7d926af2a46ac227fe31bb3cd245da6e172b8,0,,random_forest,1.0,0.062312881062881055,0.13324915824915817,0.011700336700336707,0.05227272727272724
random_forest_out_domain_Bohol_Dar_size1.0,out_domain,Bohol,Dar,0.6358024691358024,0.30864197530864196,"[0.5687363834422657, 0.6590277777777778]","[0.25617283950617287, 0.35038580246913575]",1001,324,3558.9310913085938,3558.214371919632,0.4599030017852783,0.10945415496826172,519bbee2710cfe40b95eaa76d7d64a407e4bdb15c4c99415ebc308cb,0,,random_forest,1.0,0.5687363834422657,0.6590277777777778,0.25617283950617287,0.35038580246913575
xgboost_out_domain_Bohol_AP_size1.0,out_domain,Bohol,AP,0.20608108108108114,0.09427609427609428,"[0.15701013513513506, 0.22687929454878603]","[0.06397306397306397, 0.12634680134680132]",1001,297,3827.08944272995,3825.640118122101,1.2668380737304688,0.11149024963378906,e65ee8c4489dd1d68838876739c34a6e1d8721bb77c0bdb4e860fb8d,0,,xgboost,1.0,0.15701013513513506,0.22687929454878603,0.06397306397306397,0.12634680134680132
categorical_nb_out_domain_Bohol_AP_size1.0,out_domain,Bohol,AP,0.11447811447811451,0.037037037037037035,"[0.06893939393939397, 0.13804713804713803]","[0.016666666666666684, 0.05740740740740735]",1001,297,3833.1994318962097,3832.9815380573273,0.06042003631591797,0.08979129791259766,1cdac8d229ca7ebf000bcd2c19cf4cfa3134c5f602266f9bda79f3e0,0,,categorical_nb,1.0,0.06893939393939397,0.13804713804713803,0.016666666666666684,0.05740740740740735
logistic_regression_out_domain_Bohol_Mexico_size1.0,out_domain,Bohol,Mexico,0.04590163934426239,0.049019607843137254,"[0.027786885245901633, 0.07213114754098365]","[0.030964052287581707, 0.07516339869281045]",1001,306,4322.641973018646,4321.869549036026,0.267657995223999,0.06917667388916016,b2786ced22b324288d994ebf7dc5421f5a1f9ab3757325854fb1b944,0,,logistic_regression,1.0,0.027786885245901633,0.07213114754098365,0.030964052287581707,0.07516339869281045
xgboost_out_domain_AP_UP_size1.0,out_domain,AP,UP,0.7428571428571429,0.45195729537366547,"[0.6600533807829181, 0.7758007117437723]","[0.40213523131672596, 0.5092526690391458]",1186,281,4337.492949962616,4333.451954364777,3.803441047668457,0.1621100902557373,387d6627448b9de8c90c3b2d157fbe37e30736470dd3fa0f9148fd5d,0,,xgboost,1.0,0.6600533807829181,0.7758007117437723,0.40213523131672596,0.5092526690391458
xgboost_out_domain_Bohol_Mexico_size1.0,out_domain,Bohol,Mexico,0.12091503267973858,0.05228758169934641,"[0.08823529411764708, 0.15359477124183007]","[0.032679738562091505, 0.07361111111111109]",1001,306,4356.464259147644,4354.4028952121735,1.3127717971801758,0.11011505126953125,ebbfa8f81d749a788ff56423fa566380216de0ac2b26020353d22d0a,0,,xgboost,1.0,0.08823529411764708,0.15359477124183007,0.032679738562091505,0.07361111111111109
random_forest_out_domain_Dar_Bohol_size1.0,out_domain,Dar,Bohol,0.40637450199203196,0.199203187250996,"[0.3405378486055777, 0.4522908366533865]","[0.1553784860557769, 0.24721115537848598]",1293,251,4222.690416812897,4222.087869882584,0.19775629043579102,0.09817981719970703,148ec34524eac2a5f78c4201de297e13171ae5fd19862646b0093370,0,,random_forest,1.0,0.3405378486055777,0.4522908366533865,0.1553784860557769,0.24721115537848598
random_forest_out_domain_Bohol_UP_size1.0,out_domain,Bohol,UP,0.12142857142857122,0.02491103202846975,"[0.07468861209964422, 0.1395478110599078]","[0.00880782918149467, 0.04101423487544481]",1001,281,4348.751517057419,4346.978162050247,0.1775522232055664,0.12148880958557129,8bd55bd15ad37bc43a321f7d1c29511986ec749b5715c928623623bc,0,,random_forest,1.0,0.07468861209964422,0.1395478110599078,0.00880782918149467,0.04101423487544481
categorical_nb_out_domain_Bohol_UP_size1.0,out_domain,Bohol,UP,0.30604982206405695,0.12099644128113879,"[0.24350533807829178, 0.345373665480427]","[0.08540925266903915, 0.1513345195729537]",1001,281,4377.737607955933,4377.127087831497,0.059159040451049805,0.08831477165222168,82615ade289f10d77d475b4e53813e42fdcd1b0f1ada8f192a3c0332,0,,categorical_nb,1.0,0.24350533807829178,0.345373665480427,0.08540925266903915,0.1513345195729537
random_forest_out_domain_Bohol_Pemba_size1.0,out_domain,Bohol,Pemba,0.10000000000000009,0.0,"[0.03333333333333344, 0.16666666666666669]","[0.0, 0.0]",1001,60,4491.704054117203,4490.760589122772,0.10271382331848145,0.08747696876525879,9f315915fcf720132d50044179c8b8948fa78055ae288229df56deb3,0,,random_forest,1.0,0.03333333333333344,0.16666666666666669,0.0,0.0
logistic_regression_out_domain_Bohol_Dar_size1.0,out_domain,Bohol,Dar,0.6574074074074074,0.2808641975308642,"[0.5732979302832243, 0.6884259259259258]","[0.23148148148148148, 0.32098765432098764]",1001,324,4635.277706861496,4620.994902133942,14.162303924560547,0.07458996772766113,347eb46331efdf772b1fa24c38abc2c7b49ec57b08d1cca1fd17c238,0,,logistic_regression,1.0,0.5732979302832243,0.6884259259259258,0.23148148148148148,0.32098765432098764
categorical_nb_out_domain_AP_UP_size1.0,out_domain,AP,UP,0.30604982206405695,0.1494661921708185,"[0.23843416370106763, 0.345373665480427]","[0.10320284697508897, 0.19759786476868324]",1186,281,4726.660879850388,4726.437516927719,0.06720590591430664,0.08797097206115723,92ccd55463d909cbee564f1ab0a3023917582c66040d7bde34023d4f,0,,categorical_nb,1.0,0.23843416370106763,0.345373665480427,0.10320284697508897,0.19759786476868324
logistic_regression_out_domain_Bohol_Pemba_size1.0,out_domain,Bohol,Pemba,0.1166666666666667,0.06666666666666667,"[0.041250000000000064, 0.2]","[0.007916666666666706, 0.13333333333333333]",1001,60,4742.729652881622,4741.207644939423,0.8295798301696777,0.056472063064575195,3acbd18632488bcfc6b6c978b2c3f8b7701628e531f4d469cd2269d7,0,,logistic_regression,1.0,0.041250000000000064,0.2,0.007916666666666706,0.13333333333333333
xgboost_out_domain_Bohol_Pemba_size1.0,out_domain,Bohol,Pemba,0.15000000000000002,0.03333333333333333,"[0.050000000000000044, 0.20874999999999994]","[0.0, 0.07541666666666652]",1001,60,4762.714192867279,4760.834949016571,1.0942401885986328,0.06215500831604004,543d9b74052956e72d7ca5aacc635be90dd4364adbc98d9ce7510dde,0,,xgboost,1.0,0.050000000000000044,0.20874999999999994,0.0,0.07541666666666652
categorical_nb_out_domain_Dar_Mexico_size1.0,out_domain,Dar,Mexico,0.17320261437908513,0.042483660130718956,"[0.13398692810457524, 0.21413398692810462]","[0.02287581699346405, 0.07034313725490193]",1293,306,4611.700989246368,4611.090189933777,0.07321596145629883,0.09358978271484375,8cf55d2f7c2b01a6f10345860b247e4bed135027dedc14be5527b66d,0,,categorical_nb,1.0,0.13398692810457524,0.21413398692810462,0.02287581699346405,0.07034313725490193
categorical_nb_out_domain_Dar_Bohol_size1.0,out_domain,Dar,Bohol,0.19521912350597614,0.04780876494023904,"[0.14133466135458178, 0.2272908366533864]","[0.025796812749003993, 0.06982071713147407]",1293,251,4711.306324958801,4710.680296182632,0.07265281677246094,0.08471488952636719,906c97281080aba90e2621559213464521a13ca28403d687b2961048,0,,categorical_nb,1.0,0.14133466135458178,0.2272908366533864,0.025796812749003993,0.06982071713147407
categorical_nb_out_domain_Dar_Pemba_size1.0,out_domain,Dar,Pemba,0.21666666666666679,0.03333333333333333,"[0.11666666666666659, 0.3]","[0.0, 0.0920833333333332]",1293,60,4627.28177523613,4626.543506860733,0.07385706901550293,0.06038093566894531,4091bb56bd28593d31a0174f3b38e911f6d145175907946d06c5b8c1,0,,categorical_nb,1.0,0.11666666666666659,0.3,0.0,0.0920833333333332
xgboost_out_domain_Dar_AP_size1.0,out_domain,Dar,AP,0.05067567567567577,0.03367003367003367,"[0.02863175675675672, 0.07947635135135127]","[0.011700336700336707, 0.05387205387205387]",1293,297,4834.232006788254,4830.429675102234,3.2384300231933594,0.11212921142578125,283348def8c06f9c5db99f338acb268a96c5664390a400086dcfc949,0,,xgboost,1.0,0.02863175675675672,0.07947635135135127,0.011700336700336707,0.05387205387205387
random_forest_out_domain_Dar_Mexico_size1.0,out_domain,Dar,Mexico,0.0065359477124183885,0.0,"[0.0, 0.016339869281045753]","[0.0, 0.0]",1293,306,4755.125505924225,4754.030375003815,0.3915822505950928,0.19316887855529785,166d2f36155df67192c35d5f80444cf4c003e9cf0c3fdac0c8ab8502,0,,random_forest,1.0,0.0,0.016339869281045753,0.0,0.0
xgboost_out_domain_Dar_Mexico_size1.0,out_domain,Dar,Mexico,0.130718954248366,0.05228758169934641,"[0.09632352941176464, 0.1666666666666668]","[0.03423202614379086, 0.0784313725490196]",1293,306,4801.345570802689,4796.195870876312,4.521496057510376,0.23905396461486816,1afc3289297dece45a5669e631aa8b2aa090924ad9427b9f43441beb,0,,xgboost,1.0,0.09632352941176464,0.1666666666666668,0.03423202614379086,0.0784313725490196
xgboost_out_domain_Bohol_UP_size1.0,out_domain,Bohol,UP,0.13928571428571435,0.07829181494661921,"[0.1048932384341636, 0.17001792114695335]","[0.04795373665480428, 0.12117437722419923]",1001,281,4954.080502986908,4952.849681138992,0.7245299816131592,0.09099078178405762,e2397a4f1d96ae980f56192bf952cae0ae731d4d27418f46eeb8707c,0,,xgboost,1.0,0.1048932384341636,0.17001792114695335,0.04795373665480428,0.12117437722419923
xgboost_out_domain_Dar_Pemba_size1.0,out_domain,Dar,Pemba,0.05084745762711851,0.06666666666666667,"[0.0, 0.12754237288135567]","[0.016666666666666666, 0.14208333333333317]",1293,60,4780.82724404335,4779.539576768875,0.8539779186248779,0.062014102935791016,4060c267cfba06794e2a56daa0c01e20394a23567c5cc0b652abe794,0,,xgboost,1.0,0.0,0.12754237288135567,0.016666666666666666,0.14208333333333317
categorical_nb_out_domain_Dar_AP_size1.0,out_domain,Dar,AP,0.2962962962962964,0.08080808080808081,"[0.24402356902356898, 0.3501683501683502]","[0.05210437710437711, 0.10951178451178448]",1293,297,4889.506628990173,4888.927912950516,0.0713958740234375,0.09101986885070801,53c3898c10e08b14d94d40fddeadb669a59052a85cb29a23a61253b8,0,,categorical_nb,1.0,0.24402356902356898,0.3501683501683502,0.05210437710437711,0.10951178451178448
logistic_regression_out_domain_AP_UP_size1.0,out_domain,AP,UP,0.6619217081850535,0.3701067615658363,"[0.5888790035587189, 0.6834519572953738]","[0.31129893238434164, 0.4146797153024911]",1186,281,5014.226715326309,5004.9548399448395,9.114513158798218,0.07668495178222656,669bf406df87d3257a1e341b79a232b10cad591cba98aceedf9219c7,0,,logistic_regression,1.0,0.5888790035587189,0.6834519572953738,0.31129893238434164,0.4146797153024911
random_forest_out_domain_Bohol_Mexico_size1.0,out_domain,Bohol,Mexico,0.013071895424836666,0.0,"[0.0032679738562091916, 0.027859477124183043]","[0.0, 0.0]",1001,306,5015.05140209198,5013.974015951157,0.47991514205932617,0.15182161331176758,76602d473d5ffa5577f7cf01a1b5f99cdf7086fda04806022ecf5464,0,,random_forest,1.0,0.0032679738562091916,0.027859477124183043,0.0,0.0
categorical_nb_out_domain_Bohol_Mexico_size1.0,out_domain,Bohol,Mexico,0.16993464052287588,0.026143790849673203,"[0.11919934640522879, 0.1928104575163399]","[0.00980392156862745, 0.04093137254901958]",1001,306,5036.724897861481,5036.083104133606,0.05806589126586914,0.09279084205627441,fb5659fd3e39300671ebaab839c70b7090775fcbd84b486e963e2580,0,,categorical_nb,1.0,0.11919934640522879,0.1928104575163399,0.00980392156862745,0.04093137254901958
logistic_regression_out_domain_Dar_Bohol_size1.0,out_domain,Dar,Bohol,0.5737051792828686,0.21912350597609562,"[0.4860557768924303, 0.6036852589641434]","[0.1752988047808765, 0.2769920318725099]",1293,251,4896.351445913315,4877.5931787490845,18.404123783111572,0.07637929916381836,7fbe71eb27e7b5dd2b070d50a9f6c73cb91fa0d47fccf4d47b62c73b,0,,logistic_regression,1.0,0.4860557768924303,0.6036852589641434,0.1752988047808765,0.2769920318725099
xgboost_out_domain_Bohol_Dar_size1.0,out_domain,Bohol,Dar,0.6851851851851851,0.33641975308641975,"[0.6002314814814815, 0.7098765432098766]","[0.28541666666666665, 0.3765432098765432]",1001,324,5054.600302934647,5052.836478233337,1.5715620517730713,0.1210780143737793,a8443c82f86dd0ae8876bc26d87571e7f14d14fdc7e55d24424b25ba,0,,xgboost,1.0,0.6002314814814815,0.7098765432098766,0.28541666666666665,0.3765432098765432
random_forest_out_domain_AP_UP_size1.0,out_domain,AP,UP,0.6868327402135231,0.35231316725978645,"[0.6173487544483985, 0.7317615658362988]","[0.298932384341637, 0.4128113879003559]",1186,281,5060.766375303268,5060.34285402298,0.28511786460876465,0.10718107223510742,616af21aec5ec80a5e77ddd53bf6b715c8a42d5ad5b6d517909992b4,0,,random_forest,1.0,0.6173487544483985,0.7317615658362988,0.298932384341637,0.4128113879003559
categorical_nb_out_domain_Bohol_Dar_size1.0,out_domain,Bohol,Dar,0.3931888544891641,0.14506172839506173,"[0.33626543209876536, 0.4351391764435242]","[0.1109567901234568, 0.17592592592592593]",1001,324,5062.02054476738,5061.218005895615,0.0598599910736084,0.09892916679382324,bdb2255f5cd450b08731960240b505e24935976de00606be51c26e4d,0,,categorical_nb,1.0,0.33626543209876536,0.4351391764435242,0.1109567901234568,0.17592592592592593
random_forest_out_domain_Bohol_AP_size1.0,out_domain,Bohol,AP,0.016891891891891886,0.020202020202020204,"[0.0, 0.030405405405405372]","[0.003367003367003367, 0.03367003367003367]",1001,297,5066.310672998428,5065.685243844986,0.3760497570037842,0.1716151237487793,91e3a01e4c3b3ec36e06e72c7e4bc77f103f714f68b97caf515e22f0,0,,random_forest,1.0,0.0,0.030405405405405372,0.003367003367003367,0.03367003367003367
logistic_regression_out_domain_Dar_AP_size1.0,out_domain,Dar,AP,0.030405405405405372,0.03367003367003367,"[0.008361486486486493, 0.05405405405405411]","[0.011700336700336707, 0.05723905723905724]",1293,297,4955.1420521736145,4954.351810693741,0.07932329177856445,0.07502079010009766,967b326cd6abdc0445a43029c2570735cd6067efc220fcdd26b6b1c9,0,,logistic_regression,1.0,0.008361486486486493,0.05405405405405411,0.011700336700336707,0.05723905723905724
xgboost_out_domain_Dar_Bohol_size1.0,out_domain,Dar,Bohol,0.6613545816733069,0.3187250996015936,"[0.5636454183266932, 0.6915338645418326]","[0.2688247011952191, 0.37470119521912343]",1293,251,4946.819217920303,4944.502028226852,1.8553228378295898,0.12992095947265625,9b7f8cfb4474393868f5cf440b22a1700eb449574b60e8c05dd45624,0,,xgboost,1.0,0.5636454183266932,0.6915338645418326,0.2688247011952191,0.37470119521912343
logistic_regression_out_domain_Bohol_AP_size1.0,out_domain,Bohol,AP,0.4175084175084175,0.10437710437710437,"[0.3398989898989899, 0.4394781144781145]","[0.08080808080808081, 0.1414141414141414]",1001,297,5098.762310743332,5091.476651906967,7.178202867507935,0.07617568969726562,8b0eb5151c7b4b01126c7dcb88d199767699f02eeff5bc552889fd7b,0,,logistic_regression,1.0,0.3398989898989899,0.4394781144781145,0.08080808080808081,0.1414141414141414
random_forest_out_domain_Dar_Pemba_size1.0,out_domain,Dar,Pemba,0.13333333333333353,0.05,"[0.033333333333333326, 0.1754166666666666]","[0.007916666666666706, 0.1]",1293,60,4877.573014974594,4876.291052103043,0.32651805877685547,0.13886499404907227,5e22c23aec71d5208e7e308e1abb31cf483164822a4879c70039bb4f,0,,random_forest,1.0,0.033333333333333326,0.1754166666666666,0.007916666666666706,0.1
logistic_regression_out_domain_Dar_Pemba_size1.0,out_domain,Dar,Pemba,0.1166666666666667,0.0,"[0.024583333333333394, 0.13333333333333347]","[0.0, 0.0]",1293,60,4871.043007135391,4856.351026773453,13.919416189193726,0.05651283264160156,4859197881c16688be3b60b1c3ad3f5a7fe13b6fceaa7e40dd5b7835,0,,logistic_regression,1.0,0.024583333333333394,0.13333333333333347,0.0,0.0
logistic_regression_out_domain_Dar_Mexico_size1.0,out_domain,Dar,Mexico,0.33333333333333326,0.042483660130718956,"[0.27450980392156854, 0.36633986928104567]","[0.021160130718954256, 0.07034313725490193]",1293,306,4931.769743204117,4905.621021986008,25.463846921920776,0.06874895095825195,98c14f5099fd3b9764b63cca7205af553f15b2975a1308c871475a03,0,,logistic_regression,1.0,0.27450980392156854,0.36633986928104567,0.021160130718954256,0.07034313725490193
insilico_out_domain_Mexico_Pemba_size1.0,out_domain,Mexico,Pemba,0.30000000000000004,0.16666666666666666,"[0.16583333333333344, 0.3833333333333334]","[0.05791666666666671, 0.25]",1222,60,30.963733911514282,,0.002794981002807617,30.744585037231445,d975cead7460965cd8ba14409244abb6a663a35418c155377df3470c,0,,insilico,1.0,0.16583333333333344,0.3833333333333334,0.05791666666666671,0.25
insilico_out_domain_Pemba_Bohol_size1.0,out_domain,Pemba,Bohol,0.3904382470119523,0.17131474103585656,"[0.332, 0.45019920318725104]","[0.13336653386454184, 0.2151394422310757]",237,251,60.232996225357056,,0.002006053924560547,59.98910212516785,3cde09a8da06f03d70c0c495fa865ee9c1293d48924908a7d80792e1,0,,insilico,1.0,0.332,0.45019920318725104,0.13336653386454184,0.2151394422310757
insilico_out_domain_Pemba_AP_size1.0,out_domain,Pemba,AP,0.33783783783783783,0.14814814814814814,"[0.2972972972972973, 0.39028716216216214]","[0.11271043771043772, 0.17845117845117844]",237,297,71.44431114196777,,0.0023267269134521484,71.23600316047668,5c38d592a3f93c9763d5ef1918aaed505e3c9984a73e195a53459736,0,,insilico,1.0,0.2972972972972973,0.39028716216216214,0.11271043771043772,0.17845117845117844
insilico_out_domain_Pemba_Dar_size1.0,out_domain,Pemba,Dar,0.34984520123839014,0.16358024691358025,"[0.2982439418262431, 0.3964396284829721]","[0.12492283950617285, 0.20532407407407405]",237,324,72.79066610336304,,0.002053976058959961,72.56613302230835,8cb15b8a5075a3660febb783f70bcd913d3f1814bf340f2c7efab9e8,0,,insilico,1.0,0.2982439418262431,0.3964396284829721,0.12492283950617285,0.20532407407407405
insilico_out_domain_Pemba_Mexico_size1.0,out_domain,Pemba,Mexico,0.2557377049180327,0.08823529411764706,"[0.2048360655737705, 0.30054815573770494]","[0.06535947712418301, 0.12263071895424835]",237,306,75.339919090271,,0.002090930938720703,75.12057399749756,9e2e54fba80aecd5c8384b4dfc0dc38254511d9a60c30778998d951a,0,,insilico,1.0,0.2048360655737705,0.30054815573770494,0.06535947712418301,0.12263071895424835
insilico_out_domain_Mexico_Bohol_size1.0,out_domain,Mexico,Bohol,0.42629482071713154,0.20717131474103587,"[0.3684262948207172, 0.476195219123506]","[0.16334661354581673, 0.2530876494023904]",1222,251,90.300528049469,,0.0027399063110351562,90.0598521232605,3c8b501f6deef6ae3cc531fd1eaf0a64440a7e7c8b978235e03b52ab,0,,insilico,1.0,0.3684262948207172,0.476195219123506,0.16334661354581673,0.2530876494023904
insilico_out_domain_Mexico_UP_size1.0,out_domain,Mexico,UP,0.4163701067615656,0.18149466192170818,"[0.35822953736654806, 0.46450177935943066]","[0.15302491103202848, 0.2313167259786477]",1222,281,103.96731185913086,,0.0026509761810302734,103.74476790428162,834ae88ae274d486e26070676e9ead36bcba903265ea99b15c7eb1cf,0,,insilico,1.0,0.35822953736654806,0.46450177935943066,0.15302491103202848,0.2313167259786477
insilico_out_domain_Dar_UP_size1.0,out_domain,Dar,UP,0.5373665480427046,0.1708185053380783,"[0.45516014234875446, 0.5847241992882561]","[0.11912811387900356, 0.2118327402135231]",1293,281,109.0110719203949,,0.0021092891693115234,108.34961271286011,967b326cd6abdc0445a43029c2570735cd6067efc220fcdd26b6b1c9,0,,insilico,1.0,0.45516014234875446,0.5847241992882561,0.11912811387900356,0.2118327402135231
insilico_out_domain_Mexico_Dar_size1.0,out_domain,Mexico,Dar,0.6222910216718267,0.2777777777777778,"[0.5618421052631579, 0.6481481481481481]","[0.23294753086419753, 0.32098765432098764]",1222,324,109.1398389339447,,0.002694845199584961,108.9137179851532,f198cd76003f42fb0712d74b6b991d2e872c3d8ec63094aef6bd9a71,0,,insilico,1.0,0.5618421052631579,0.6481481481481481,0.23294753086419753,0.32098765432098764
insilico_out_domain_Mexico_AP_size1.0,out_domain,Mexico,AP,0.3905723905723907,0.20202020202020202,"[0.3353495540995541, 0.44124579124579116]","[0.15984848484848485, 0.24242424242424243]",1222,297,114.87054896354675,,0.002398967742919922,114.22064685821533,616af21aec5ec80a5e77ddd53bf6b715c8a42d5ad5b6d517909992b4,0,,insilico,1.0,0.3353495540995541,0.44124579124579116,0.15984848484848485,0.24242424242424243
categorical_nb_out_domain_Mexico_Dar_size1.0,out_domain,Mexico,Dar,0.1331269349845201,0.08333333333333333,"[0.0976023017902813, 0.175]","[0.05555555555555555, 0.1111111111111111]",1222,324,1416.7122988700867,1414.7831070423126,0.06497669219970703,0.09897303581237793,982f433517fc34f28ce2bab35bc94af9ae40b381d7f33ed531b74f48,0,,categorical_nb,1.0,0.0976023017902813,0.175,0.05555555555555555,0.1111111111111111
categorical_nb_out_domain_Pemba_Mexico_size1.0,out_domain,Pemba,Mexico,0.18627450980392146,0.06535947712418301,"[0.14052287581699346, 0.21740196078431376]","[0.0392156862745098, 0.09975490196078429]",237,306,1742.6420290470123,1741.7407450675964,0.02220320701599121,0.08884406089782715,04ac2dc10d252747d5217266a4537e2d122f0415ed34393a50c6dbab,0,,categorical_nb,1.0,0.14052287581699346,0.21740196078431376,0.0392156862745098,0.09975490196078429
xgboost_out_domain_Mexico_Bohol_size1.0,out_domain,Mexico,Bohol,0.2549800796812749,0.11952191235059761,"[0.1931274900398407, 0.2788844621513944]","[0.0796812749003984, 0.1593625498007968]",1222,251,3038.7162580490112,3037.6110956668854,0.9294919967651367,0.0921471118927002,7fbe71eb27e7b5dd2b070d50a9f6c73cb91fa0d47fccf4d47b62c73b,0,,xgboost,1.0,0.1931274900398407,0.2788844621513944,0.0796812749003984,0.1593625498007968
logistic_regression_out_domain_Mexico_Pemba_size1.0,out_domain,Mexico,Pemba,0.3666666666666667,0.18333333333333332,"[0.26666666666666655, 0.43333333333333335]","[0.09125000000000004, 0.27541666666666653]",1222,60,6241.866093873978,5181.778295040131,1059.1561732292175,0.059430837631225586,b1a5d0123e3d3c6fc62d4d3c8d8b9e0342b6ece852f6f31d40f4d009,0,,logistic_regression,1.0,0.26666666666666655,0.43333333333333335,0.09125000000000004,0.27541666666666653
random_forest_out_domain_Mexico_UP_size1.0,out_domain,Mexico,UP,0.5551601423487544,0.302491103202847,"[0.49804270462633454, 0.6104092526690391]","[0.24724199288256227, 0.3487544483985765]",1222,281,7197.133515834808,7196.034384727478,0.15008306503295898,0.12151503562927246,7617f7846324d8c34a3d89812b81c3cd74b84425eec71229b968e670,0,,random_forest,1.0,0.49804270462633454,0.6104092526690391,0.24724199288256227,0.3487544483985765
categorical_nb_out_domain_Mexico_Bohol_size1.0,out_domain,Mexico,Bohol,0.2310756972111554,0.09561752988047809,"[0.17908366533864545, 0.2629482071713148]","[0.057669322709163355, 0.12559760956175295]",1222,251,7266.536733865738,7265.925628900528,0.0657050609588623,0.08472609519958496,467254921778148c02f833254a33e218412215a464fa7b946715b954,0,,categorical_nb,1.0,0.17908366533864545,0.2629482071713148,0.057669322709163355,0.12559760956175295
xgboost_out_domain_Mexico_Pemba_size1.0,out_domain,Mexico,Pemba,0.46666666666666656,0.35,"[0.3491666666666667, 0.6]","[0.25, 0.47541666666666654]",1222,60,8236.512669086456,8233.508280038834,1.7678320407867432,0.06866598129272461,a5a73731192e1a0b0a05777fbc2ec48d2912daad88d852c0370ac11d,0,,xgboost,1.0,0.3491666666666667,0.6,0.25,0.47541666666666654
random_forest_out_domain_Mexico_Pemba_size1.0,out_domain,Mexico,Pemba,0.43333333333333335,0.23333333333333334,"[0.30000000000000004, 0.5333333333333333]","[0.14125000000000004, 0.35874999999999985]",1222,60,8441.861142158508,8441.12687420845,0.11442804336547852,0.11227989196777344,9f51c6fa08cab9749096a6a39ecc5f500b8522a1095f0a7052057258,0,,random_forest,1.0,0.30000000000000004,0.5333333333333333,0.14125000000000004,0.35874999999999985
categorical_nb_out_domain_Mexico_UP_size1.0,out_domain,Mexico,UP,0.2811387900355873,0.09608540925266904,"[0.2241992882562277, 0.3060498220640569]","[0.06930604982206406, 0.13167259786476868]",1222,281,8403.849061012268,8403.130514144897,0.06645798683166504,0.09350419044494629,8cb15b8a5075a3660febb783f70bcd913d3f1814bf340f2c7efab9e8,0,,categorical_nb,1.0,0.2241992882562277,0.3060498220640569,0.06930604982206406,0.13167259786476868
logistic_regression_out_domain_Pemba_Mexico_size1.0,out_domain,Pemba,Mexico,0.31699346405228757,0.08496732026143791,"[0.24991830065359477, 0.3663398692810458]","[0.05555555555555555, 0.11437908496732026]",237,306,8253.810662984848,8251.313736915588,2.021190881729126,0.07671594619750977,b199c106c392a296bb938b0c9fa98c6d198572ae8981afe43173efb4,0,,logistic_regression,1.0,0.24991830065359477,0.3663398692810458,0.05555555555555555,0.11437908496732026
categorical_nb_out_domain_Pemba_Dar_size1.0,out_domain,Pemba,Dar,0.17647058823529416,0.046296296296296294,"[0.13931888544891657, 0.21180555555555544]","[0.029243827160493834, 0.06952160493827157]",237,324,9305.441477060318,9304.924827814102,0.021819114685058594,0.09369301795959473,3b645a6bd1ba551cb121af410814a04698d0ed637561fe17dcefb4d6,0,,categorical_nb,1.0,0.13931888544891657,0.21180555555555544,0.029243827160493834,0.06952160493827157
