csmf_accuracy,cod_accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.7066666666666668,0.3375,1753478060,,False,1,5bc9351f,2025-07-25_17-14-20,0.6266558170318604,0.6266558170318604,46585,wse-dsai-ggp67pg757.win.ad.jhu.edu,127.0.0.1,0.6266558170318604,1
